path	trees	sha256	lines	reason	text_hits
Grass/Platform/Win32/RawState.lean	main,certificate,frontend,lowering,windows,process	d0d58f861ccd47581cb3a2b585f1e595bf1fab5c448a6a7edbc63ddb8aef129b	139	semantic-boundary-or-consumer	0
Grass/Platform/Win32/RawStep.lean	main,certificate,frontend,lowering,windows,process	c30514b52a60234c666748b73bfc1d4a54d42111fc5c228e0ab5551503b5d665	391	semantic-boundary-or-consumer	0
Grass/Platform/Win32/RawStepSignature.lean	main,certificate,frontend,lowering,windows,process	211085e3b12896408f68b58f52cb9e3b6d69d1048409128f106434ab881371a9	149	semantic-boundary-or-consumer	0
Grass/Platform/Win32/RawTerminal.lean	main,certificate,frontend,lowering,process	be9b376efc87d794afda10a04d672836b09fb57609f6467b9952643a2ae6df31	85	semantic-boundary-or-consumer	0
Grass/Platform/Win32/ReturnHome.lean	main,certificate,frontend,lowering,windows,process	fb5c014f4c1f5528bba43387722e2fe557fa922b83bea2741a9aceafcaa6b7fd	53	semantic-boundary-or-consumer	0
Grass/Platform/Win32/ReturnHomeStackPlan.lean	main,certificate,frontend,lowering,windows,process	2dd1338fe4799a969ce152e393355953b5d2e17862d16f1e89c7b135aefe5fa9	184	semantic-boundary-or-consumer	0
Grass/Platform/Win32/Signatures.lean	main,certificate,frontend,lowering,windows,process	64ab339584f70977b92aadb5aeb5a0c8c04b7ff924145096492714b81fd33cbc	87	semantic-boundary-or-consumer	0
Grass/Platform/Win32/WriteFile.lean	main,certificate,frontend,lowering,windows,process	708796c4373a36e23158fbf7a03fe718c0d6099b02e54badc6ad6d768b4bf1e3	240	semantic-boundary-or-consumer	0
Grass/Platform/Win32/WriteFileAbi.lean	main,certificate,frontend,lowering,windows,process	34cfd0ce905b137883517308bbb29220ed4aee809777299dd75459caaf5ebed3	118	semantic-boundary-or-consumer	0
Grass/Platform/Win32/WriteFileArguments.lean	main,certificate,frontend,lowering,windows,process	5318f424f44ab29de68bfd4b5d8c6ffbf432e2819b71149ddd548cae2458ca1b	91	semantic-boundary-or-consumer	0
Grass/Platform/Win32/WriteFileCall.lean	main,certificate,frontend,lowering,windows,process	b05e6cbffc7e02853e161b22383d4fdaeca0d1b63d52070f487c59ff69bf43a4	65	semantic-boundary-or-consumer	0
Grass/Platform/Win32/WriteFileCallPlan.lean	main,certificate,frontend,lowering,windows,process	3098f161c509f62723363e99ee6eb5d1d8810eed9dbff5b91deb27319aa78616	101	semantic-boundary-or-consumer	0
Grass/Platform/Win32/WriteFileCallPreservation.lean	main,certificate,frontend,lowering,windows,process	19c4797a0b19c26cd29348eb884e22af5f50fcf655e0035b167954d8ffe1c0ea	94	semantic-boundary-or-consumer	0
Grass/Platform/Win32/WriteFileConsolePublication.lean	main,certificate,frontend,lowering,windows,process	312ecc6f0e9d9f5f125410e507f1edc06e138a8d9711a5d14f3072f16ccf738c	103	semantic-boundary-or-consumer	0
Grass/Platform/Win32/WriteFileHandoff.lean	main,certificate,frontend,lowering,windows,process	039ee80ab41dba80cde4e237cf38a27fae283c83a98ded1eb425f57cb0cc7ed9	97	semantic-boundary-or-consumer	0
Grass/Platform/Win32/WriteFileNonresponse.lean	main,certificate,frontend,lowering,windows,process	a87e4658504aca8b93f2d72c0825eefcf1372f51b017932fa69254b4c5c87a35	117	semantic-boundary-or-consumer	0
Grass/Platform/Win32/WriteFilePrepare.lean	main,certificate,frontend,lowering,windows,process	465cc4997fffdc50029658d018356cbd0b7bd31f8caace2023e50a428dfe9597	203	semantic-boundary-or-consumer	0
Grass/Platform/Win32/WriteFilePreservation.lean	main,certificate,frontend,lowering,windows,process	292a448300c120016ed4a12f61c6bda7e323b3db5996e13aabb6ec63b591e757	128	semantic-boundary-or-consumer	0
